Group_Combined,Group,Year,Metric,Value
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2020,Confirmations / Applications,55
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2021,Confirmations / Applications,63
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2022,Confirmations / Applications,63
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2023,Confirmations / Applications,59
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2024,Confirmations / Applications,66
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2015,Confirmations / Admissions,79
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2016,Confirmations / Admissions,70
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2017,Confirmations / Admissions,76
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2018,Confirmations / Admissions,76
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2019,Confirmations / Admissions,70
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2020,Confirmations / Admissions,66
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2021,Confirmations / Admissions,74
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2022,Confirmations / Admissions,73
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2023,Confirmations / Admissions,72
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2024,Confirmations / Admissions,74
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2015,Enrollments / Applications,58
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2016,Enrollments / Applications,45
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2017,Enrollments / Applications,57
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2018,Enrollments / Applications,54
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2019,Enrollments / Applications,51
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2020,Enrollments / Applications,46
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2021,Enrollments / Applications,60
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2022,Enrollments / Applications,59
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2023,Enrollments / Applications,42
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2024,Enrollments / Applications,56
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2015,Enrollments / Admissions,70
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2016,Enrollments / Admissions,60
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2017,Enrollments / Admissions,68
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2018,Enrollments / Admissions,66
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2019,Enrollments / Admissions,63
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2020,Enrollments / Admissions,55
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2021,Enrollments / Admissions,70
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2022,Enrollments / Admissions,68
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2023,Enrollments / Admissions,51
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2024,Enrollments / Admissions,63
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2015,Enrollments / Confirmations,88
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2016,Enrollments / Confirmations,87
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2017,Enrollments / Confirmations,90
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2018,Enrollments / Confirmations,87
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2019,Enrollments / Confirmations,89
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2020,Enrollments / Confirmations,83
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2021,Enrollments / Confirmations,95
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2022,Enrollments / Confirmations,93
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2023,Enrollments / Confirmations,71
Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,Enrollments / Confirmations 86% 85% 85% 88% 87% 85% 84% 86% 84% 84%,2024,Enrollments / Confirmations,85
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2015,Admissions / Applications,62
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2016,Admissions / Applications,63
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2017,Admissions / Applications,69
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2018,Admissions / Applications,69
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2019,Admissions / Applications,68
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2020,Admissions / Applications,67
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2021,Admissions / Applications,76
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2022,Admissions / Applications,76
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2023,Admissions / Applications,75
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2024,Admissions / Applications,73
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2015,Confirmations / Applications,24
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2016,Confirmations / Applications,25
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2017,Confirmations / Applications,27
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2018,Confirmations / Applications,27
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2019,Confirmations / Applications,26
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2020,Confirmations / Applications,23
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2021,Confirmations / Applications,26
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2022,Confirmations / Applications,24
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2023,Confirmations / Applications,24
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2024,Confirmations / Applications,22
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2015,Confirmations / Admissions,39
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2016,Confirmations / Admissions,40
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2017,Confirmations / Admissions,39
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2018,Confirmations / Admissions,38
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2019,Confirmations / Admissions,38
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2020,Confirmations / Admissions,35
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2021,Confirmations / Admissions,34
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2022,Confirmations / Admissions,32
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2023,Confirmations / Admissions,33
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2024,Confirmations / Admissions,30
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2015,Enrollments / Applications,22
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2016,Enrollments / Applications,23
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2017,Enrollments / Applications,24
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2018,Enrollments / Applications,24
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2019,Enrollments / Applications,23
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2020,Enrollments / Applications,21
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2021,Enrollments / Applications,23
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2022,Enrollments / Applications,22
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2023,Enrollments / Applications,22
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2024,Enrollments / Applications,20
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2015,Enrollments / Admissions,35
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2016,Enrollments / Admissions,36
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2017,Enrollments / Admissions,35
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2018,Enrollments / Admissions,35
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2019,Enrollments / Admissions,34
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2020,Enrollments / Admissions,31
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2021,Enrollments / Admissions,31
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2022,Enrollments / Admissions,29
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2023,Enrollments / Admissions,29
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2024,Enrollments / Admissions,27
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2015,Enrollments / Confirmations,90
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2016,Enrollments / Confirmations,89
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2017,Enrollments / Confirmations,89
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2018,Enrollments / Confirmations,91
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2019,Enrollments / Confirmations,90
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2020,Enrollments / Confirmations,89
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2021,Enrollments / Confirmations,89
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2022,Enrollments / Confirmations,91
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2023,Enrollments / Confirmations,88
Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,Enrollments / Confirmations 88% 87% 90% 87% 89% 83% 95% 93% 71% 85%,2024,Enrollments / Confirmations,90
Part-Time,Part-Time,2015,Applications (N),42
Part-Time,Part-Time,2016,Applications (N),91
Part-Time,Part-Time,2017,Applications (N),137
Part-Time,Part-Time,2018,Applications (N),136
Part-Time,Part-Time,2019,Applications (N),148
Part-Time,Part-Time,2020,Applications (N),141
Part-Time,Part-Time,2021,Applications (N),116
Part-Time,Part-Time,2022,Applications (N),149
Part-Time,Part-Time,2023,Applications (N),183
Part-Time,Part-Time,2024,Applications (N),203
Part-Time,Part-Time,2015,Admissions (N),18
Part-Time,Part-Time,2016,Admissions (N),7
Part-Time,Part-Time,2017,Admissions (N),22
Part-Time,Part-Time,2018,Admissions (N),37
Part-Time,Part-Time,2019,Admissions (N),24
Part-Time,Part-Time,2020,Admissions (N),34
Part-Time,Part-Time,2021,Admissions (N),46
Part-Time,Part-Time,2022,Admissions (N),62
Part-Time,Part-Time,2023,Admissions (N),69
Part-Time,Part-Time,2024,Admissions (N),89
Part-Time,Part-Time,2015,Enrollments (N),12
Part-Time,Part-Time,2016,Enrollments (N),11
Part-Time,Part-Time,2017,Enrollments (N),12
Part-Time,Part-Time,2018,Enrollments (N),17
Part-Time,Part-Time,2019,Enrollments (N),18
Part-Time,Part-Time,2020,Enrollments (N),23
Part-Time,Part-Time,2021,Enrollments (N),28
Part-Time,Part-Time,2022,Enrollments (N),22
Part-Time,Part-Time,2023,Enrollments (N),25
Part-Time,Part-Time,2024,Enrollments (N),21
Part-Time,Part-Time,2015,Admissions / Applications,43
Part-Time,Part-Time,2016,Admissions / Applications,8
Part-Time,Part-Time,2017,Admissions / Applications,16
Part-Time,Part-Time,2018,Admissions / Applications,27
Part-Time,Part-Time,2019,Admissions / Applications,16
Part-Time,Part-Time,2020,Admissions / Applications,24
Part-Time,Part-Time,2021,Admissions / Applications,40
Part-Time,Part-Time,2022,Admissions / Applications,42
Part-Time,Part-Time,2023,Admissions / Applications,38
Part-Time,Part-Time,2024,Admissions / Applications,44
Part-Time,Part-Time,2015,Confirmations / Applications,
Part-Time,Part-Time,2016,Confirmations / Applications,
Part-Time,Part-Time,2017,Confirmations / Applications,
Part-Time,Part-Time,2018,Confirmations / Applications,
Part-Time,Part-Time,2019,Confirmations / Applications,
Part-Time,Part-Time,2020,Confirmations / Applications,
Part-Time,Part-Time,2021,Confirmations / Applications,
Part-Time,Part-Time,2022,Confirmations / Applications,
Part-Time,Part-Time,2023,Confirmations / Applications,
Part-Time,Part-Time,2024,Confirmations / Applications,
Part-Time,Part-Time,2015,Confirmations / Admissions,
Part-Time,Part-Time,2016,Confirmations / Admissions,
Part-Time,Part-Time,2017,Confirmations / Admissions,
Part-Time,Part-Time,2018,Confirmations / Admissions,
Part-Time,Part-Time,2019,Confirmations / Admissions,
Part-Time,Part-Time,2020,Confirmations / Admissions,
Part-Time,Part-Time,2021,Confirmations / Admissions,
Part-Time,Part-Time,2022,Confirmations / Admissions,
